movie_id,movie_title,director_id,director_name
118,Charlie and the Chocolate Factory,510,Tim Burton
2062,Ratatouille,7930,Jan Pinkava
2062,Ratatouille,7087,Brad Bird
272,Batman Begins,525,Christopher Nolan
10527,Madagascar: Escape 2 Africa,18863,Eric Darnell
10527,Madagascar: Escape 2 Africa,18864,Tom McGrath
18360,Night at the Museum: Battle of the Smithsonian,17825,Shawn Levy
2080,X-Men Origins: Wolverine,13079,Gavin Hood
605,The Matrix Revolutions,9339,Lilly Wachowski
605,The Matrix Revolutions,9340,Lana Wachowski
109445,Frozen,15774,Chris Buck
109445,Frozen,1120694,Jennifer Lee
604,The Matrix Reloaded,9339,Lilly Wachowski
604,The Matrix Reloaded,9340,Lana Wachowski
76338,Thor: The Dark World,47005,Alan Taylor
76341,Mad Max: Fury Road,20629,George Miller
13448,Angels & Demons,6159,Ron Howard
10195,Thor,11181,Kenneth Branagh
13053,Bolt,70238,Chris Williams
13053,Bolt,76595,Byron Howard
19585,G-Force,84851,Hoyt Yeatman
57165,Wrath of the Titans,66739,Jonathan Liebesman
62213,Dark Shadows,510,Tim Burton
177677,Mission: Impossible - Rogue Nation,9033,Christopher McQuarrie
7978,The Wolfman,4945,Joe Johnston
5559,Bee Movie,44113,Steve Hickner
5559,Bee Movie,44114,Simon J. Smith
49444,Kung Fu Panda 2,142312,Jennifer Yuh Nelson
10196,The Last Airbender,11614,M. Night Shyamalan
956,Mission: Impossible III,15344,J.J. Abrams
117251,White House Down,6046,Roland Emmerich
50321,Mars Needs Moms,21879,Simon Wells
11619,Flushed Away,33183,David Bowers
11619,Flushed Away,58897,Sam Fell
266647,Pan,36588,Joe Wright
82703,Mr. Peabody & Sherman,18898,Rob Minkoff
652,Troy,5231,Wolfgang Petersen
80321,Madagascar 3: Europe's Most Wanted,12080,Conrad Vernon
80321,Madagascar 3: Europe's Most Wanted,18863,Eric Darnell
80321,Madagascar 3: Europe's Most Wanted,18864,Tom McGrath
36669,Die Another Day,7256,Lee Tamahori
43074,Ghostbusters,116805,Paul Feig
95,Armageddon,865,Michael Bay
608,Men in Black II,5174,Barry Sonnenfeld
2310,Beowulf,24,Robert Zemeckis
140300,Kung Fu Panda 3,142312,Jennifer Yuh Nelson
140300,Kung Fu Panda 3,1262481,Alessandro Carloni
56292,Mission: Impossible - Ghost Protocol,7087,Brad Bird
81188,Rise of the Guardians,151007,Peter Ramsey
7552,Fun with Dick and Jane,15002,Dean Parisot
616,The Last Samurai,9181,Edward Zwick
147441,Exodus: Gods and Kings,578,Ridley Scott
13475,Star Trek,15344,J.J. Abrams
557,Spider-Man,7623,Sam Raimi
82702,How to Train Your Dragon 2,69797,Dean DeBlois
205584,Gods of Egypt,21085,Alex Proyas
10048,Stealth,18878,Rob Cohen
13183,Watchmen,15217,Zack Snyder
944,Lethal Weapon 4,7187,Richard Donner
1927,Hulk,1614,Ang Lee
72559,G.I. Joe: Retaliation,54507,Jon M. Chu
7364,Sahara,52609,Breck Eisner
2114,Final Fantasy: The Spirits Within,21692,Hironobu Sakaguchi
2114,Final Fantasy: The Spirits Within,21693,Motonori Sakakibara
1771,Captain America: The First Avenger,4945,Joe Johnston
36643,The World Is Not Enough,10781,Michael Apted
8619,Master and Commander: The Far Side of the World,2690,Peter Weir
50620,The Twilight Saga: Breaking Dawn - Part 2,15557,Bill Condon
65759,Happy Feet Two,20629,George Miller
1724,The Incredible Hulk,18865,Louis Leterrier
267935,The BFG,488,Steven Spielberg
281957,The Revenant,223,Alejandro González Iñárritu
77950,Turbo,94075,David Soren
44896,Rango,1704,Gore Verbinski
270946,Penguins of Madagascar,18863,Eric Darnell
270946,Penguins of Madagascar,44114,Simon J. Smith
2503,The Bourne Ultimatum,25598,Paul Greengrass
9502,Kung Fu Panda,57741,Mark Osborne
9502,Kung Fu Panda,57742,John Stevenson
102899,Ant-Man,59026,Peyton Reed
101299,The Hunger Games: Catching Fire,10943,Francis Lawrence
228161,Home,52870,Tim Johnson
74,War of the Worlds,488,Steven Spielberg
8961,Bad Boys II,865,Michael Bay
417859,Puss in Boots,12098,Chris Miller
27576,Salt,13015,Phillip Noyce
86834,Noah,6431,Darren Aronofsky
17578,The Adventures of Tintin,488,Steven Spielberg
673,Harry Potter and the Prisoner of Azkaban,11218,Alfonso Cuarón
6972,Australia,6201,Baz Luhrmann
82700,After Earth,11614,M. Night Shyamalan
10567,Dinosaur,65855,Ralph Zondag
10567,Dinosaur,65856,Eric Leighton
181533,Night at the Museum: Secret of the Tomb,17825,Shawn Levy
38055,Megamind,18864,Tom McGrath
671,Harry Potter and the Philosopher's Stone,10965,Chris Columbus
49524,R.I.P.D.,57270,Robert Schwentke
22,Pirates of the Caribbean: The Curse of the Black Pearl,1704,Gore Verbinski
131631,The Hunger Games: Mockingjay - Part 1,10943,Francis Lawrence
591,The Da Vinci Code,6159,Ron Howard
172385,Rio 2,5714,Carlos Saldanha
36658,X2,9032,Bryan Singer
51497,Fast Five,58189,Justin Lin
58574,Sherlock Holmes: A Game of Shadows,956,Guy Ritchie
18823,Clash of the Titans,18865,Louis Leterrier
861,Total Recall,10491,Paul Verhoeven
1911,The 13th Warrior,1090,John McTiernan
49040,The Bourne Legacy,19242,Tony Gilroy
415,Batman & Robin,5572,Joel Schumacher
8871,How the Grinch Stole Christmas,6159,Ron Howard
435,The Day After Tomorrow,6046,Roland Emmerich
955,Mission: Impossible II,11401,John Woo
2133,The Perfect Storm,5231,Wolfgang Petersen
1979,Fantastic 4: Rise of the Silver Surfer,20400,Tim Story
87827,Life of Pi,1614,Ang Lee
1250,Ghost Rider,16837,Mark Steven Johnson
324668,Jason Bourne,25598,Paul Greengrass
9471,Charlie's Angels: Full Throttle,36425,McG
70981,Prometheus,578,Ridley Scott
10996,Stuart Little 2,18898,Rob Minkoff
68724,Elysium,82194,Neill Blomkamp
2789,The Chronicles of Riddick,28239,David Twohy
97020,RoboCop,52576,José Padilha
7459,Speed Racer,9339,Lilly Wachowski
7459,Speed Racer,9340,Lana Wachowski
42888,How Do You Know,3388,James L. Brooks
37834,Knight and Day,366,James Mangold
75612,Oblivion,86270,Joseph Kosinski
1895,Star Wars: Episode III - Revenge of the Sith,1,George Lucas
1894,Star Wars: Episode II - Attack of the Clones,1,George Lucas
585,"Monsters, Inc.",12890,Pete Docter
76170,The Wolverine,366,James Mangold
1893,Star Wars: Episode I - The Phantom Menace,1,George Lucas
49519,The Croods,66193,Chris Sanders
49519,The Croods,71267,Kirk De Micco
2395,Asterix at the Olympic Games,20674,Thomas Langmann
2395,Asterix at the Olympic Games,24886,Frédéric Forestier
12100,Windtalkers,11401,John Woo
290595,The Huntsman: Winter's War,1454884,Cedric Nicolas-Troyan
98566,Teenage Mutant Ninja Turtles,66739,Jonathan Liebesman
49047,Gravity,11218,Alfonso Cuarón
9619,Dante's Peak,21370,Roger Donaldson
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,1101410,Dave Green
166424,Fantastic Four,934803,Josh Trank
1593,Night at the Museum,17825,Shawn Levy
254128,San Andreas,132876,Brad Peyton
714,Tomorrow Never Dies,1724,Roger Spottiswoode
2024,The Patriot,6046,Roland Emmerich
163,Ocean's Twelve,1884,Steven Soderbergh
787,Mr. & Mrs. Smith,11694,Doug Liman
262500,Insurgent,57270,Robert Schwentke
2567,The Aviator,1032,Martin Scorsese
38745,Gulliver's Travels,65630,Rob Letterman
40805,The Green Hornet,201,Michel Gondry
53182,300: Rise of an Empire,78914,Noam Murro
41513,The Smurfs,1215,Raja Gosnell
13700,Home on the Range,70287,Will Finn
13700,Home on the Range,80671,John Sanford
262504,Allegiant,57270,Robert Schwentke
39254,Real Steel,17825,Shawn Levy
77931,The Smurfs 2,1215,Raja Gosnell
1639,Speed 2: Cruise Control,2209,Jan de Bont
80274,Ender's Game,13079,Gavin Hood
1571,Live Free or Die Hard,3950,Len Wiseman
120,The Lord of the Rings: The Fellowship of the Ring,108,Peter Jackson
10204,Around the World in 80 Days,57370,Frank Coraci
8489,Ali,638,Michael Mann
10588,The Cat in the Hat,5133,Bo Welch
2048,"I, Robot",21085,Alex Proyas
1495,Kingdom of Heaven,578,Ridley Scott
10137,Stuart Little,18898,Rob Minkoff
10198,The Princess and the Frog,15810,Ron Clements
10198,The Princess and the Frog,15811,John Musker
286217,The Martian,578,Ridley Scott
1635,The Island,865,Michael Bay
24113,Town & Country,36804,Peter Chelsom
9679,Gone in Sixty Seconds,58498,Dominic Sena
98,Gladiator,578,Ridley Scott
180,Minority Report,488,Steven Spielberg
672,Harry Potter and the Chamber of Secrets,10965,Chris Columbus
36557,Casino Royale,10702,Martin Campbell
869,Planet of the Apes,510,Tim Burton
280,Terminator 2: Judgment Day,2710,James Cameron
11322,Public Enemies,638,Michael Mann
4982,American Gangster,578,Ridley Scott
36955,True Lies,2710,James Cameron
18487,The Taking of Pelham 1 2 3,893,Tony Scott
39451,Little Fockers,3289,Paul Weitz
27581,The Other Guys,55710,Adam McKay
9268,Eraser,26713,Chuck Russell
68718,Django Unchained,138,Quentin Tarantino
10545,The Hunchback of Notre Dame,62047,Gary Trousdale
10545,The Hunchback of Notre Dame,62048,Kirk Wise
11688,The Emperor's New Groove,61411,Mark Dindal
76163,The Expendables 2,12786,Simon West
2059,National Treasure,12962,Jon Turteltaub
2486,Eragon,25453,Stefen Fangmeier
16523,Where the Wild Things Are,5953,Spike Jonze
116711,Epic,5713,Chris Wedge
37710,The Tourist,8193,Florian Henckel von Donnersmarck
9946,End of Days,37710,Peter Hyams
1372,Blood Diamond,9181,Edward Zwick
106646,The Wolf of Wall Street,1032,Martin Scorsese
414,Batman Forever,5572,Joel Schumacher
563,Starship Troopers,10491,Paul Verhoeven
83542,Cloud Atlas,1071,Tom Tykwer
83542,Cloud Atlas,9339,Lilly Wachowski
83542,Cloud Atlas,9340,Lana Wachowski
41216,Legend of the Guardians: The Owls of Ga'Hoole,15217,Zack Snyder
314,Catwoman,4586,Pitof
184315,Hercules,11091,Brett Ratner
9016,Treasure Planet,15810,Ron Clements
9016,Treasure Planet,15811,John Musker
18162,Land of the Lost,11887,Brad Silberling
138103,The Expendables 3,143059,Patrick Hughes
257088,Point Break,21673,Ericson Core
10214,Son of the Mask,64191,Lawrence Guterman
205775,In the Heart of the Sea,6159,Ron Howard
11692,The Adventures of Pluto Nash,33485,Ron Underwood
22972,Green Zone,25598,Paul Greengrass
227973,The Peanuts Movie,71729,Steve Martino
29193,The Spanish Prisoner,1255,David Mamet
1734,The Mummy Returns,7775,Stephen Sommers
3131,Gangs of New York,1032,Martin Scorsese
76758,The Flowers of War,607,Zhang Yimou
9408,Surf's Up,12905,Ash Brannon
9408,Surf's Up,15774,Chris Buck
9890,The Stepford Wives,7908,Frank Oz
855,Black Hawk Down,578,Ridley Scott
77953,The Campaign,6737,Jay Roach
18,The Fifth Element,59,Luc Besson
37786,Sex and the City 2,38023,Michael Patrick King
10501,The Road to El Dorado,27005,Don Michael Paul
10501,The Road to El Dorado,65629,Bibo Bergeron
57800,Ice Age: Continental Drift,71729,Steve Martino
57800,Ice Age: Continental Drift,229962,Mike Thurmeier
150689,Cinderella,11181,Kenneth Branagh
7980,The Lovely Bones,108,Peter Jackson
12,Finding Nemo,7,Andrew Stanton
122,The Lord of the Rings: The Return of the King,108,Peter Jackson
121,The Lord of the Rings: The Two Towers,108,Peter Jackson
68737,Seventh Son,130938,Sergei Bodrov
1995,Lara Croft: Tomb Raider,12786,Simon West
157353,Transcendence,559,Wally Pfister
331,Jurassic Park III,4945,Joe Johnston
61791,Rise of the Planet of the Apes,77357,Rupert Wyatt
8204,The Spiderwick Chronicles,54050,Mark Waters
47964,A Good Day to Die Hard,12028,John Moore
10733,The Alamo,54040,John Lee Hancock
9806,The Incredibles,7087,Brad Bird
1408,Cutthroat Island,16938,Renny Harlin
32657,Percy Jackson & the Olympians: The Lightning Thief,10965,Chris Columbus
607,Men in Black,5174,Barry Sonnenfeld
863,Toy Story 2,7879,John Lasseter
44048,Unstoppable,893,Tony Scott
5175,Rush Hour 2,11091,Brett Ratner
2655,What Lies Beneath,24,Robert Zemeckis
22794,Cloudy with a Chance of Meatballs,107446,Phil Lord
22794,Cloudy with a Chance of Meatballs,155267,Christopher Miller
8355,Ice Age: Dawn of the Dinosaurs,5714,Carlos Saldanha
116745,The Secret Life of Walter Mitty,7399,Ben Stiller
4327,Charlie's Angels,36425,McG
1422,The Departed,1032,Martin Scorsese
10674,Mulan,66190,Tony Bancroft
10674,Mulan,66191,Barry Cook
7446,Tropic Thunder,7399,Ben Stiller
65754,The Girl with the Dragon Tattoo,7467,David Fincher
1572,Die Hard: With a Vengeance,1090,John McTiernan
10528,Sherlock Holmes,956,Guy Ritchie
271969,Ben-Hur,23430,Timur Bekmambetov
10865,Atlantis: The Lost Empire,62047,Gary Trousdale
10865,Atlantis: The Lost Empire,62048,Kirk Wise
258509,Alvin and the Chipmunks: The Road Chip,68573,Walt Becker
2253,Valkyrie,9032,Bryan Singer
10661,You Don't Mess with the Zohan,17494,Dennis Dugan
257344,Pixels,10965,Chris Columbus
644,A.I. Artificial Intelligence,488,Steven Spielberg
10756,The Haunted Mansion,18898,Rob Minkoff
686,Contact,24,Robert Zemeckis
9383,Hollow Man,10491,Paul Verhoeven
179,The Interpreter,2226,Sydney Pollack
76285,Percy Jackson: Sea of Monsters,109857,Thor Freudenthal
1996,Lara Croft Tomb Raider: The Cradle of Life,2209,Jan de Bont
291805,Now You See Me 2,54507,Jon M. Chu
10003,The Saint,13015,Phillip Noyce
1535,Spy Game,893,Tony Scott
2067,Mission to Mars,1150,Brian De Palma
46195,Rio,5714,Carlos Saldanha
2277,Bicentennial Man,10965,Chris Columbus
10357,Volcano,8843,Mick Jackson
4477,The Devil's Own,6349,Alan J. Pakula
8665,K-19: The Widowmaker,14392,Kathryn Bigelow
9387,Conan the Barbarian,8328,John Milius
921,Cinderella Man,6159,Ron Howard
49852,The Nutcracker: The Untold Story,58728,Andrei Konchalovsky
4464,Seabiscuit,23964,Gary Ross
664,Twister,2209,Jan de Bont
8358,Cast Away,24,Robert Zemeckis
9836,Happy Feet,20629,George Miller
2502,The Bourne Supremacy,25598,Paul Greengrass
9772,Air Force One,5231,Wolfgang Petersen
161,Ocean's Eleven,1884,Steven Soderbergh
52451,The Three Musketeers,4014,Paul W.S. Anderson
76492,Hotel Transylvania,185438,Genndy Tartakovsky
4523,Enchanted,15775,Kevin Lima
59961,Safe House,125738,Daniel Espinosa
10481,102 Dalmatians,15775,Kevin Lima
59108,Tower Heist,11091,Brett Ratner
1581,The Holiday,17698,Nancy Meyers
9798,Enemy of the State,893,Tony Scott
22897,It's Complicated,17698,Nancy Meyers
298,Ocean's Thirteen,1884,Steven Soderbergh
7484,Open Season,7881,Jill Culton
7484,Open Season,15812,Roger Allers
7484,Open Season,52691,Anthony Stacchi
157350,Divergent,17329,Neil Burger
853,Enemy at the Gates,2352,Jean-Jacques Annaud
10159,The Rundown,36602,Peter Berg
9593,Last Action Hero,1090,John McTiernan
1904,Memoirs of a Geisha,17633,Rob Marshall
9615,The Fast and the Furious: Tokyo Drift,58189,Justin Lin
51052,Arthur Christmas,66191,Barry Cook
51052,Arthur Christmas,208113,Sarah Smith
297,Meet Joe Black,769,Martin Brest
9884,Collateral Damage,12989,Andrew Davis
16858,All That Jazz,66777,Bob Fosse
62764,Mirror Mirror,56512,Tarsem Singh
22538,Scott Pilgrim vs. the World,11090,Edgar Wright
9341,The Core,15148,Jon Amiel
12107,Nutty Professor II: The Klumps,13426,Peter Segal
9637,Scooby-Doo,1215,Raja Gosnell
49049,Dredd,43141,Pete Travis
9339,Click,57370,Frank Coraci
16281,Creepshow,14999,George A. Romero
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,132876,Brad Peyton
8247,Jumper,11694,Doug Liman
11253,Hellboy II: The Golden Army,10828,Guillermo del Toro
1949,Zodiac,7467,David Fincher
8452,The 6th Day,1724,Roger Spottiswoode
310,Bruce Almighty,4499,Tom Shadyac
27578,The Expendables,16483,Sylvester Stallone
954,Mission: Impossible,1150,Brian De Palma
70160,The Hunger Games,23964,Gary Ross
45243,The Hangover Part II,57130,Todd Phillips
364,Batman Returns,510,Tim Burton
7518,Over the Hedge,52845,Karey Kirkpatrick
7518,Over the Hedge,52870,Tim Johnson
11544,Lilo & Stitch,66193,Chris Sanders
11544,Lilo & Stitch,69797,Dean DeBlois
9986,Charlotte's Web,17046,Gary Winick
8656,Deep Impact,51984,Mimi Leder
146216,RED 2,15002,Dean Parisot
9291,The Longest Yard,13426,Peter Segal
55301,Alvin and the Chipmunks: Chipwrecked,64151,Mike Mitchell
109418,Grown Ups 2,17494,Dennis Dugan
11665,Get Smart,13426,Peter Segal
6964,Something's Gotta Give,17698,Nancy Meyers
11324,Shutter Island,1032,Martin Scorsese
12193,Four Christmases,71600,Seth Gordon
9928,Robots,5713,Chris Wedge
9928,Robots,5714,Carlos Saldanha
754,Face/Off,11401,John Woo
10202,Bedtime Stories,20739,Adam Shankman
4147,Road to Perdition,39,Sam Mendes
50546,Just Go with It,17494,Dennis Dugan
1701,Con Air,12786,Simon West
13027,Eagle Eye,40256,D.J. Caruso
2289,Cold Mountain,2239,Anthony Minghella
20504,The Book of Eli,11447,Albert Hughes
20504,The Book of Eli,11448,Allen Hughes
9574,Flubber,56911,Les Mayfield
11618,The Haunting,2209,Jan de Bont
2300,Space Jam,23677,Joe Pytka
12096,The Pink Panther,17825,Shawn Levy
10200,The Day the Earth Stood Still,55499,Scott Derrickson
8834,Conspiracy Theory,7187,Richard Donner
228150,Fury,19769,David Ayer
6068,Six Days Seven Nights,8858,Ivan Reitman
41515,Yogi Bear,9622,Eric Brevig
9023,Spirit: Stallion of the Cimarron,12079,Kelly Asbury
9023,Spirit: Stallion of the Cimarron,56660,Lorna Cook
38317,Zookeeper,57370,Frank Coraci
2157,Lost in Space,2042,Stephen Hopkins
14462,The Manchurian Candidate,16294,Jonathan Demme
161795,Déjà Vu,117075,Henry Jaglom
159824,Hotel Transylvania 2,185438,Genndy Tartakovsky
49948,Fantasia 2000,5690,James Algar
49948,Fantasia 2000,12824,Don Hahn
49948,Fantasia 2000,56146,Gaëtan Brizzi
49948,Fantasia 2000,56147,Paul Brizzi
49948,Fantasia 2000,65531,Eric Goldberg
49948,Fantasia 2000,74297,Hendel Butoy
49948,Fantasia 2000,74298,Francis Glebas
49948,Fantasia 2000,74299,Pixote Hunt
2135,The Time Machine,21879,Simon Wells
9822,Mighty Joe Young,33485,Ron Underwood
9705,Swordfish,58498,Dominic Sena
1656,The Legend of Zorro,10702,Martin Campbell
12159,What Dreams May Come,9198,Vincent Ward
9678,Little Nicky,32593,Steven Brill
4442,The Brothers Grimm,280,Terry Gilliam
75,Mars Attacks!,510,Tim Burton
330770,Evolution,17627,Lucile Hadzihalilovic
9433,The Edge,7256,Lee Tamahori
19959,Surrogates,7213,Jonathan Mostow
11973,Thirteen Days,21370,Roger Donaldson
11228,Daylight,18878,Rob Cohen
77951,Walking With Dinosaurs,66191,Barry Cook
77951,Walking With Dinosaurs,561061,Neil Nightingale
5491,Battlefield Earth,5058,Roger Christian
10715,Looney Tunes: Back in Action,4600,Joe Dante
10197,Nine,17633,Rob Marshall
9562,Timeline,7187,Richard Donner
9922,The Postman,1269,Kevin Costner
9447,Babe: Pig in the City,20629,George Miller
274854,The Last Witch Hunter,52609,Breck Eisner
8870,Red Planet,56154,Antony Hoffman
9992,Arthur and the Invisibles,59,Luc Besson
36970,Oceans,20030,Jacques Perrin
36970,Oceans,138857,Jacques Cluzaud
10077,A Sound of Thunder,37710,Peter Hyams
76649,Pompeii,4014,Paul W.S. Anderson
293644,Top Cat Begins,1172908,Andrés Couturier
453,A Beautiful Mind,6159,Ron Howard
8587,The Lion King,15812,Roger Allers
8587,The Lion King,18898,Rob Minkoff
72545,Journey 2: The Mysterious Island,132876,Brad Peyton
109451,Cloudy with a Chance of Meatballs 2,12095,Cody Cameron
109451,Cloudy with a Chance of Meatballs 2,1046494,Kris Pearn
9533,Red Dragon,11091,Brett Ratner
2023,Hidalgo,4945,Joe Johnston
71880,Jack and Jill,17494,Dennis Dugan
584,2 Fast 2 Furious,6482,John Singleton
309809,The Little Prince,57741,Mark Osborne
4858,The Invasion,7832,Oliver Hirschbiegel
4858,The Invasion,11266,James McTeigue
17711,The Adventures of Rocky & Bullwinkle,588701,Des McAnuff
328111,The Secret Life of Pets,124748,Chris Renaud
8698,The League of Extraordinary Gentlemen,10808,Stephen Norrington
93456,Despicable Me 2,124747,Pierre Coffin
93456,Despicable Me 2,124748,Chris Renaud
602,Independence Day,6046,Roland Emmerich
330,The Lost World: Jurassic Park,488,Steven Spielberg
953,Madagascar,18863,Eric Darnell
953,Madagascar,18864,Tom McGrath
9693,Children of Men,11218,Alfonso Cuarón
36657,X-Men,9032,Bryan Singer
8909,Wanted,23430,Timur Bekmambetov
9802,The Rock,865,Michael Bay
950,Ice Age: The Meltdown,5714,Carlos Saldanha
1824,50 First Dates,13426,Peter Segal
2976,Hairspray,20739,Adam Shankman
11026,Exorcist: The Beginning,16938,Renny Harlin
332,Inspector Gadget,4759,David Kellogg
75656,Now You See Me,18865,Louis Leterrier
38365,Grown Ups,17494,Dennis Dugan
594,The Terminal,488,Steven Spielberg
15189,Hotel for Dogs,109857,Thor Freudenthal
11678,Vertical Limit,10702,Martin Campbell
6538,Charlie Wilson's War,5342,Mike Nichols
10555,Shark Tale,12058,Vicky Jenson
10555,Shark Tale,65629,Bibo Bergeron
10555,Shark Tale,65630,Rob Letterman
1125,Dreamgirls,15557,Bill Condon
